Datum,Aantal,Locatie,Latitude,Longitude
2021-10-15,1,Amsterdamse Bos (Noord-Holland),52.3115707,4.8283374
2021-07-10,1,Amsterdam - Osdorp (Noord-Holland),,
2021-06-10,1,Amsterdam - Zuidoost (Noord-Holland),52.2996907,4.9474238
2021-02-10,3,Amsterdamse Bos - Bosbaan / Duizendmeterweg (Noord-Holland),,
2021-09-27,1,Amsterdam - Omval / Amstelstation / Mordinaatoren (Noord-Holland),,
2021-09-26,1,Amsterdam - Nieuwe Meer - Overlanden Noord (Noord-Holland),,
2021-09-16,1,Amsterdamse Bos - Kleine Vijver (Noord-Holland),,
2021-09-13,1,Amsterdamse Bos - Schotse Hooglanders / Camping (Noord-Holland),,
2021-10-09,1,Amsterdamse Bos - Schotse Hooglanders / Camping (Noord-Holland),,
2021-08-09,1,Amsterdam - Gaasperpark (Noord-Holland),,
2021-03-09,1,Amsterdamse Bos - Geitenboerderij (Noord-Holland),,
2021-02-09,1,Amsterdam - Nieuw Sloten (Noord-Holland),52.343233,4.8120467
2021-08-25,1,Amsterdam - Gaasperzoom (Noord-Holland),,
2021-08-24,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2021-08-23,1,Amsterdam - Watergraafsmeer (Noord-Holland),52.3442309,4.9557349
2021-08-23,1,Amsterdam - Nieuw Sloten (Noord-Holland),52.343233,4.8120467
2021-08-21,1,Amsterdamse Bos - Koenenkade (Noord-Holland),52.3281737,4.8357511
2021-08-18,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2021-08-14,1,A1 - Amsterdam (Noord-Holland),,
2021-08-13,1,Amsterdam - Sloterpark (Noord-Holland),,
2021-12-08,1,Amsterdam - Lutkemeerpolder (Noord-Holland),,
2021-12-08,1,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2021-12-08,1,Amsterdam - Bijlmerpark (Noord-Holland),,
2021-11-08,1,Amsterdam - Gaasperpark (Noord-Holland),,
2021-09-08,1,Amsterdam - Gijsbrecht van Aemstelpark (Noord-Holland),,
2021-09-08,1,Amsterdam - Vrije Geer (Noord-Holland),,
2021-08-08,1,Amsterdamse Bos - Bosbaan / Duizendmeterweg (Noord-Holland),,
2021-08-08,1,Amsterdam - Gaasperzoom (Noord-Holland),,
2021-07-31,1,Amsterdam - NT Klarenbeek (Noord-Holland),,
2021-02-07,1,Amsterdamse Bos - Polder Meerzicht (Noord-Holland),,
2021-02-07,1,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2021-06-21,1,Amsterdam - De Aker (Noord-Holland),,
2021-09-06,1,Amsterdamse Bos (Noord-Holland),52.3115707,4.8283374
2021-05-30,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2021-05-26,1,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2021-05-25,1,Amsterdam - Amstelpark (Noord-Holland),52.3260216,4.8938658
2021-03-22,1,Amsterdam - Het IJ (Noord-Holland),,
2021-03-22,1,Amsterdam - Het IJ (Noord-Holland),,
2020-12-13,1,Amsterdam - Zorgvlied (Noord-Holland),,
2020-05-12,4,Amsterdamse Bos (Noord-Holland),52.3115707,4.8283374
2020-01-11,5,Amsterdamse Bos - Zonneweide / Verlengde Oude Karselaan (Noord-Holland),,
2020-09-30,1,Amsterdam - Sloterpark (Noord-Holland),,
2020-09-28,1,Amsterdam - Albardgracht (Noord-Holland),,
2020-09-26,1,Amsterdam - Bretteznone (Noord-Holland),,
2020-09-20,1,Amsterdam - Buitenveldert (Noord-Holland),52.3344208,4.8965712
2020-09-19,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2020-06-09,1,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2020-05-09,1,Amsterdam - Gaasperplas (Noord-Holland),52.3029013,4.9975172
2020-05-09,1,Amsterdamse Bos - Schotse Hooglanders / Camping (Noord-Holland),,
2020-05-09,1,Amsterdamse Bos - Zonneweide / Verlengde Oude Karselaan (Noord-Holland),,
2020-04-09,1,Amsterdam - Amstelpark (Noord-Holland),52.3260216,4.8938658
2020-08-30,4,Amsterdamse Bos (Noord-Holland),52.3115707,4.8283374
2020-08-29,1,Amsterdamse Bos (Noord-Holland),52.3115707,4.8283374
2020-08-29,1,Amsterdamse Bos - Radarterrein (Noord-Holland),,
2020-08-29,1,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2020-08-26,1,Amsterdam - Albardgracht (Noord-Holland),,
2020-08-23,1,Amsterdamse Bos - Zonneweide / Verlengde Oude Karselaan (Noord-Holland),,
2020-08-22,1,Amsterdamse Bos - Kleine Vijver (Noord-Holland),,
2020-08-21,1,Amsterdamse Bos - Zonneweide / Verlengde Oude Karselaan (Noord-Holland),,
2020-08-18,1,Amsterdam - Westerpark (Noord-Holland),52.3939687,4.8701578
2020-01-08,1,Amsterdamse Bos - Radarterrein (Noord-Holland),,
2020-07-31,1,Amsterdam - Albardgracht (Noord-Holland),,
2020-07-25,1,Amsterdam - Nieuwe Meer (+Overlanden) (Noord-Holland),,
2020-06-28,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2020-06-28,2,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2020-06-23,1,Amsterdam - Golfclub Olympus (Noord-Holland),,
2020-06-13,5,Amsterdam - Albardgracht (Noord-Holland),,
2020-09-06,1,Amsterdam - Flevopark (Noord-Holland),,
2020-05-28,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2020-05-21,1,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2020-05-18,1,Amsterdam - Kadoelen (Noord-Holland),52.4200973,4.9086004
2020-04-24,4,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2019-03-11,1,Amsterdamse Bos - Koenenkade (Noord-Holland),52.3281737,4.8357511
2019-09-10,1,Amsterdam - Nieuwe Meer - Overlanden Noord (Noord-Holland),,
2019-08-10,1,Amsterdam - Nieuwe Meer - Overlanden Noord (Noord-Holland),,
2019-03-10,1,Amsterdam - Gerbrandpark (Noord-Holland),,
2019-02-10,1,Amsterdam - Science Park (Noord-Holland),,
2019-09-30,1,Amsterdam - Lutkemeerpolder (Noord-Holland),,
2019-09-28,1,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2019-09-28,1,Amsterdam - Geuzenveld-Slotermeer (Noord-Holland),,
2019-09-27,1,Amsterdamse Bos (Noord-Holland),52.3115707,4.8283374
2019-09-27,2,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2019-09-27,1,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2019-09-27,3,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-27,2,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-27,1,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-27,1,Amsterdam - Albardgracht (Noord-Holland),,
2019-09-27,1,Amsterdam - Albardgracht (Noord-Holland),,
2019-09-27,3,Amsterdam - Albardgracht (Noord-Holland),,
2019-09-27,2,Amsterdam - Albardgracht (Noord-Holland),,
2019-09-27,2,Amsterdam - Albardgracht (Noord-Holland),,
2019-09-26,1,Amsterdam - Osdorp (Noord-Holland),,
2019-09-26,1,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-26,1,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2019-09-26,1,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-26,1,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-25,1,Amsterdamse Bos - Koenenkade (Noord-Holland),52.3281737,4.8357511
2019-09-25,2,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2019-09-25,1,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2019-09-25,1,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2019-09-25,1,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-25,2,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-25,2,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-24,2,Amsterdam - Slotervaart (Noord-Holland),52.3483923,4.8411914
2019-09-24,1,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-24,1,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-24,2,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-24,1,Amsterdam - Albardgracht (Noord-Holland),,
2019-09-21,1,Amsterdamse Bos - Koenenkade (Noord-Holland),52.3281737,4.8357511
2019-09-20,1,Golfbaan Amsterdam Old Course (Noord-Holland),,
2019-09-20,1,Golfbaan Amsterdam Old Course (Noord-Holland),52.3197618,4.9337032
2019-09-13,1,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2019-09-13,1,Amsterdam - Geuzenveld-Slotermeer (Noord-Holland),,
2019-10-09,1,Amsterdam - Buitenveldert (Noord-Holland),52.3344208,4.8965712
2019-08-31,1,Amsterdamse Bos - Schotse Hooglanders / Camping (Noord-Holland),,
2019-08-31,1,Amsterdamse Bos - Schotse Hooglanders / Camping (Noord-Holland),,
2019-08-23,1,Amsterdamse Bos - Schotse Hooglanders / Camping (Noord-Holland),,
2019-08-23,1,Amsterdamse Bos - Schotse Hooglanders / Camping (Noord-Holland),,
2019-08-22,3,Amsterdam - Groot-Duivendrechtsche Polder (Noord-Holland),,
2019-08-19,1,Amsterdam - Amstelpark (Noord-Holland),52.3260216,4.8938658
2019-08-19,1,Amsterdam - Nieuwe Meer - Overlanden Noord (Noord-Holland),,
2019-08-15,1,Amsterdam - Amstelpark (Noord-Holland),52.3260216,4.8938658
2019-07-08,1,Amsterdam - Geuzenveld-Slotermeer (Noord-Holland),,
2019-03-08,2,Amsterdamse Bos - Schotse Hooglanders / Camping (Noord-Holland),,
2019-02-08,1,Amsterdamse Bos - Radarterrein (Noord-Holland),,
2019-02-08,1,Amsterdamse Bos - Zonneweide / Verlengde Oude Karselaan (Noord-Holland),,
2019-01-08,1,Amsterdam - Rivierenbuurt (Noord-Holland),,
2019-01-06,6,Amsterdam - Watergraafsmeer - Sportvelden (Noord-Holland),,
2019-04-22,2,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2019-04-04,1,Amsterdam - Flevopark (Noord-Holland),,
2019-03-04,1,Amsterdam - Nieuwe Diep - Nesciobrug (Noord-Holland),,
2019-04-04,1,Amsterdam - Flevopark (Noord-Holland),,
2019-10-03,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2019-02-16,1,Amsterdamse Bos - Polder Meerzicht (Noord-Holland),,
2019-02-26,1,Amsterdam - Watergraafsmeer (Noord-Holland),52.3442309,4.9557349
2019-09-01,1,Amsterdam - Noord (Noord-Holland),,
2019-09-01,1,Amsterdam - Noord (Noord-Holland),,
2018-09-19,1,Amsterdam - Amstelpark (Noord-Holland),52.3260216,4.8938658
2018-07-09,1,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2018-06-09,1,Amsterdam - Gijsbrecht van Aemstelpark (Noord-Holland),,
2018-07-24,2,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2018-07-24,3,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2018-11-07,1,Amsterdam - Sloten - Sporpark / Wielerbaan (Noord-Holland),,
2018-05-07,1,Amsterdam - Osdorp (Noord-Holland),52.3500723,4.795154
2018-05-07,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2018-04-07,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2018-01-07,1,Amsterdamse Bos - Koenenkade (Noord-Holland),52.3281737,4.8357511
2018-06-11,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2018-06-01,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2018-05-14,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2018-05-08,1,Amsterdam - Noord (Noord-Holland),,
2018-05-07,1,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2018-05-03,1,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2018-05-03,1,Amstel - t.h.v. Amsterdam (Noord-Holland),,
2018-04-24,3,Amsterdamse Bos - Bosbaan / Duizendmeterweg (Noord-Holland),,
2018-04-24,3,Amsterdamse Bos - Polder Meertjeich (Noord-Holland),,
2018-04-17,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2018-04-12,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2018-04-06,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2018-03-25,1,A2 - Amsterdam (Noord-Holland),,
2017-11-06,1,Amsterdam - De Pijp (Noord-Holland),52.3533144,4.9019632
2017-11-03,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2017-10-23,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2017-10-14,1,Amsterdam - Uburg (Noord-Holland),,
2017-10-03,1,Amsterdam - Geuzenveld-Slotermeer (Noord-Holland),,
2017-10-01,1,Amsterdam - Frankendael (Noord-Holland),,
2017-09-30,2,Amsterdam - Airport Schiphol (Noord-Holland),52.3269801,4.7415053
2017-09-30,2,Amsterdam - Airport Schiphol (Noord-Holland),52.3269801,4.7415053
2017-09-30,1,Amsterdam - Airport Schiphol (Noord-Holland),52.3269801,4.7415053
2017-09-25,2,Amsterdamse Bos - Koenenkade (Noord-Holland),52.3281737,4.8357511
2017-09-13,1,A1 - Amsterdam (Noord-Holland),,
2017-09-11,1,Amsterdam - Watergraafsmeer (Noord-Holland),52.3442309,4.9557349
2017-09-10,1,Amsterdam - Venserspolder (Noord-Holland),,
2017-09-10,1,Amsterdam - Venserspolder (Noord-Holland),,
2017-09-09,1,Amsterdam - Airport Schiphol (Noord-Holland),,
2017-09-04,1,Amsterdams Bos - Klein Kinderbad - Speelweide (Noord-Holland),,
2017-09-01,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2017-08-24,2,Amsterdam - Oost (Noord-Holland),,
2017-08-22,1,Amsterdam - Oost (Noord-Holland),,
2017-07-31,1,Amsterdam - Gaasperpark (Noord-Holland),,
2017-07-27,1,Amsterdam - Groot-Duivendrechtse Polder (Noord-Holland),,
2017-07-23,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2017-07-05,1,Golfbaan Amsterdam Old Course (Noord-Holland),52.3197618,4.9337032
2017-06-26,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2017-05-20,15,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2017-05-11,3,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2017-04-13,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2017-04-01,2,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2017-04-01,1,Amsterdams Bos (Noord-Holland),,
2016-11-09,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2016-10-29,1,A1 - Amsterdam (Noord-Holland),,
2016-10-07,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2016-10-01,1,Amstel - t.h.v. Amsterdam (Noord-Holland),,
2016-09-30,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2016-08-31,1,Amsterdam - NT Klarenbeek (Noord-Holland),,
2016-08-30,5,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2016-08-22,1,Amsterdam - Watergraafsmeer (Noord-Holland),52.3442309,4.9557349
2016-08-17,4,Amsterdam - Oost (Noord-Holland),,
2016-08-09,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2016-08-08,1,Amsterdamse Bos - Heuvel / Manege (Noord-Holland),,
2016-08-04,1,Amsterdam - Nieuwe Oosterbegraafplaats (Noord-Holland),,
2016-07-19,1,Amsterdam - NT Klarenbeek (Noord-Holland),,
2016-07-12,1,Amsterdam - Watergraafsmeer (Noord-Holland),52.3442309,4.9557349
2016-07-09,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2016-07-05,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2016-07-02,1,Amsterdamse Bos - Bosbaan - Duizendmeterweg (Noord-Holland),,
2016-06-22,1,Amsterdam - NT Klarenbeek (Noord-Holland),,
2016-06-11,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2016-06-04,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2016-06-01,3,Amsterdam - NT Klarenbeek (Noord-Holland),,
2016-05-29,1,Amsterdam - NT Klarenbeek (Noord-Holland),,
2016-05-23,1,Amsterdam - Groot-Duivendrechtse Polder (Noord-Holland),,
2016-05-20,3,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2016-05-11,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2016-04-28,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2016-04-15,3,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2015-12-03,2,Amsterdam - Rivierenbuurt (Noord-Holland),52.3292199,4.9186234
2015-11-14,2,Amsterdam - Oost (Noord-Holland),,
2015-10-08,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2015-09-22,3,Amsterdam - De Hoge Dijk (Noord-Holland),,
2015-09-19,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2015-09-14,5,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2015-09-14,1,Amsterdamse Bos - Bosbaan - Duizendmeterweg (Noord-Holland),,
2015-09-09,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2015-08-28,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2015-08-28,5,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2015-08-28,4,Amsterdam - NT Klarenbeek (Noord-Holland),,
2015-08-21,4,Amsterdam - NT Klarenbeek (Noord-Holland),,
2015-08-19,1,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2015-08-13,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2015-08-04,1,Amsterdam - NT Klarenbeek (Noord-Holland),,
2015-07-31,6,Amsterdam - De Hoge Dijk (Noord-Holland),,
2015-07-07,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2015-06-25,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2015-05-26,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2015-05-06,5,Amsterdam - Flevopark (Noord-Holland),,
2015-02-01,1,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2015-01-03,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2014-11-10,1,Amsterdam - Groote IJpolder / Geuzenbos (Noord-Holland),,
2014-10-12,1,Amsterdam (Noord-Holland),,
2014-10-08,1,Amsterdam (Noord-Holland),52.3730796,4.8924534
2014-10-01,10,Amsterdam - Groot-Duivendrechtse Polder (Noord-Holland),,
2014-09-22,4,Amstel - t.h.v. Amsterdam (Noord-Holland),,
2014-09-20,5,Amsterdam - Buitenveldert (Noord-Holland),52.3344208,4.8965712
2014-09-04,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2014-08-20,4,Amsterdam - Noord (Noord-Holland),,
2014-07-24,1,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2014-07-23,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2014-07-22,4,Amsterdam - Buitenveldert (Noord-Holland),52.3344208,4.8965712
2014-07-22,3,Amsterdam - Groot-Duivendrechtse Polder (Noord-Holland),,
2014-07-18,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2014-07-18,4,Amsterdam - De Hoge Dijk (Noord-Holland),,
2014-02-26,1,Amsterdam - Airport Schiphol (Noord-Holland),52.3269801,4.7415053
2013-11-23,2,Amsterdam - Airport Schiphol (Noord-Holland),52.3269801,4.7415053
2013-11-23,1,Amsterdam - Airport Schiphol (Noord-Holland),52.3269801,4.7415053
2013-11-15,1,Amsterdam - De Hoge Dijk (Noord-Holland),,
2013-11-12,1,Amsterdam - Watergraafsmeer (Noord-Holland),52.3442309,4.9557349
2013-10-04,1,Amsterdam - Watergraafsmeer (Noord-Holland),52.3442309,4.9557349
2013-09-11,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2013-07-21,2,Amsterdam - Gijsbrecht van Aemstelpark (Noord-Holland),,
2013-07-21,1,Amsterdam - Gijsbrecht van Aemstelpark (Noord-Holland),,
2013-06-14,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2013-04-29,1,Amsterdam - De Omval / Amstelstation / Mondriaantoren (Noord-Holland),,
2013-05-17,1,Amsterdamse Bos - Kleine Vijver (Noord-Holland),,
2012-10-20,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2012-09-17,6,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2012-08-27,2,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2012-08-27,4,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2012-08-27,1,Amsterdam - Groot-Duivendrechtse Polder (Noord-Holland),,
2012-08-27,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2012-08-26,3,Amsterdamse Bos - Kleine Poel (Noord-Holland),,
2012-08-20,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2012-08-16,2,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2012-07-16,1,Amsterdam - Gijsbrecht van Aemstelpark (Noord-Holland),,
2012-07-15,1,Amsterdam - Groot-Duivendrechtse Polder (Noord-Holland),,
2012-07-15,2,Amsterdam Bos (Noord-Holland),,
2012-06-11,4,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2011-12-25,1,Amsterdamse Bos - Kleine Poel (Noord-Holland),,
2011-11-26,3,Waterland (Regio Groot-Amsterdam) (Noord-Holland),,
2011-10-12,3,Amsterdam - Airport Schiphol (Noord-Holland),52.3269801,4.7415053
2011-08-19,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2011-08-03,1,Amsterdamse Bos - Kleine Poel (Noord-Holland),,
2011-08-02,3,Amsterdam - Oost (Noord-Holland),,
2011-08-02,1,Amsterdam - Indische Buurt (Noord-Holland),52.3662433,4.9348472
2011-07-30,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2011-07-27,1,Amsterdam - Groot-Duivendrechtse Polder (Noord-Holland),,
2011-07-02,1,Amsterdam - Groot-Duivendrechtse Polder (Noord-Holland),,
2011-06-30,4,Amstel - t.h.v. Amsterdam (Noord-Holland),,
2010-04-23,2,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2010-09-22,1,Amsterdam - Oud-Zuid (Noord-Holland),,
2010-09-04,1,Amsterdam - Bospark (Noord-Holland),,
2010-07-11,1,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
,1,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2010-09-11,15,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2010-09-07,6,Amsterdam - Science Park (Noord-Holland),52.352926,4.948315
2010-08-27,4,Amsterdam - Gaasperzoom (Noord-Holland),,
2010-08-26,1,Amsterdam - Kalfjeslaan / 't Kleine Loopveld (Noord-Holland),,
2010-08-24,1,Amsterdam - Amstelpark (Noord-Holland),52.3260216,4.8938658
2010-07-20,1,Amsterdam - Oost (Noord-Holland),,
2010-07-11,1,Amsterdam - Centrum (Noord-Holland),52.3681334,4.8898042
2006-06-04,1,Amsterdam (Noord-Holland),52.3730796,4.8924534
2009-08-31,1,Amsterdam - Watergraafsmeer (Noord-Holland),52.3442309,4.9557349
2009-07-26,1,Amsterdam - Watergraafsmeer (Noord-Holland),52.3442309,4.9557349
2008-08-30,4,Amsterdam - Martin Luther Kingpark (Noord-Holland),52.339414,4.9073368
2008-07-28,1,Amsterdam - Martin Luther Kingpark (Noord-Holland),52.339414,4.9073368
2007-07-22,1,Amsterdam - Martin Luther Kingpark (Noord-Holland),52.339414,4.9073368
2003-01-01,1,Amsterdam - Vrije Geer (Noord-Holland),,
